cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0015HS0087CN000981P2,No entiendo cómo un musulmán puede ser un buen padre.,No estoy seguro de entender lo que dice.,Islamophobia,islamization,"facts , question",26,female,Bachelor
ENT1ST0015HS0089CN000924,Estamos rodeados de musulmanes y todos son iguales. Todos son terroristas.,La razón por la que no puedo entender lo que dices es porque probablemente eres de otro planeta. ¿Sabes lo que significa ser musulmán?,Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000924P1,El islam se opone al cristianismo. Como el fuego y el agua. No pueden estar en el mismo sitio.,"En las sociedades occidentales, el Islam es una fe diversa que ofrece muchos beneficios a la sociedad. Usted parece estar malinterpretando sus beneficios. Por ejemplo, en los lugares de trabajo que requieren continuidad, los musulmanes podrían trabajar durante la Navidad permitiendo a los cristianos irse de vacaciones.",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000924P2,"Me ofende la presencia de musulmanes en Gran Bretaña. ¿Qué sentido tiene mezclar estas religiones? No va a pasar nada bueno. Se avergüenzan de su religión, y cuando alguien se siente inseguro, es más probable que ataque porque no tiene nada que perder.","Este no es el caso. A qué crees que se refiere el comentario, no lo sé. Lo que sí sé es que, como la gran mayoría de los musulmanes del Reino Unido, están increíblemente orgullosos de su religión. Si la gente se sintiera realmente ofendida por la religión diferente de otra persona, entonces no creo que la gran mayoría de los musulmanes en Gran Bretaña se sintieran profundamente ofendidos por su religión tampoco. ¿Por qué?",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000925,No queremos musulmanes aquí. No hay ninguna razón para querer que un musulmán viva aquí. Son la causa de la delincuencia en mi barrio.,¿Ha consultado las estadísticas de delincuencia en su zona? ¿Está seguro de que el islam está específicamente asociado a la delincuencia en su zona?,Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0089CN000925P1,No soporto a los musulmanes porque siempre lo llevan al extremo. Islam es la abreviatura de Radicalismo Islámico.,"No todos los musulmanes están motivados por el extremismo, al igual que no todos los cristianos lo están.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0089CN000925P2,"Los musulmanes violan a las mujeres en pubs y restaurantes, en las calles y en nuestras ciudades. No tienen derecho a visitar nuestro país, ¿qué más pueden pedir?","¿Por qué tantos británicos asocian a los musulmanes con las violaciones? El Islam consiste en compartir valores, tolerancia y comprensión. No se trata de compartir sexo no consentido.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0089CN000926,Estamos más que unidos contra los musulmanes por su religión. Son diferentes de nosotros.,Distinguir a unas personas por su religión y decir que son diferentes de nosotros no las hace peores que otras.,Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0089CN000926P1,Los musulmanes vienen directamente de Oriente Medio para gobernar nuestro país.,"No todos los musulmanes son de Oriente Medio, como no todos los musulmanes son de Pakistán. Y equiparar a todos los musulmanes con extremistas es engañoso.",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0089CN000926P2,"El Islam es incompatible con la naturaleza humana: cuanto más débil es el enemigo, más despiadados y violentos son sus actos.","Eso no es cierto, el Islam es una religión de amor y compasión. La crueldad no puede formar parte de ella.",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0089CN000927,¿Desde cuándo nos va bien con los musulmanes?,Occidente nunca ha sido incompatible con el Islam. Los musulmanes forman parte de nuestra sociedad desde la creación del Islam hace siglos.,Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000927P1,Creo que la yihad es un problema mundial y que deberíamos bombardearla hasta que desaparezca.,"Debemos comprender y abordar las verdaderas causas de los atentados terroristas, para poder prevenir otros en el futuro.",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000927P2,"El islam es el mayor oxímoron del mundo, que arroja ignorancia a sus seguidores y lo convierte en tolerancia. La verdad es que los musulmanes no toleran a las personas de otras religiones.","El concepto de tolerancia consiste en comprender a los demás, no en discriminar y excluir a las personas por su religión.",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000928,Muchos musulmanes prefieren la violencia de la yihad.,La violencia nunca está justificada en el Islam. El islam es una religión de paz.,Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000928P1,"En mi opinión, los musulmanes son un problema. No son bienvenidos en nuestro país.",Los musulmanes son una parte muy importante de nuestro país y han desempeñado un enorme papel en nuestra historia.,Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000928P2,El Islam es sólo una religión llena de asesinos y terroristas.,"El Corán no tiene nada que ver con el terrorismo, ni tampoco los hadices y el Sahih Muslim. Ya que hablas del Islam, ¿sabes lo que son?",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000929,La única forma de detener a los musulmanes es expulsarlos de Europa.,"¿Cómo puede decir semejante cosa? No es posible ""expulsar"" sin más a una comunidad de un país sólo por su religión.",Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0089CN000929P1,El Islam es un culto a la muerte y una amenaza para todos los países occidentales.,La inmensa mayoría de los musulmanes de todo el mundo son personas pacíficas y no suponen una amenaza para la seguridad de Occidente.,Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0089CN000929P2,"Nunca podría enamorarme de un musulmán, no me gustan. Tienen síntomas horribles: pereza, agresividad, mal olor.","Para ser justos, sólo por las actitudes mostradas en este post, tú mismo no pareces la presa ideal.",Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0089CN000930,Los musulmanes son infieles.,Los musulmanes son infieles.,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0089CN000930P1,He oído que el Corán promueve la violencia. Vincula a los musulmanes a un conjunto de normas obligatorias y a una actitud subyacente de agresión...,"Quizá deberías estudiar más el Corán para entender lo que realmente es, un libro sagrado, revelado a Mahoma y leído por todos los musulmanes como ejemplo perfecto del mensaje de libertad.",Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0089CN000930P2,Me acusan de islamófobo porque no me gustan los musulmanes. ¡Pero son los mismos musulmanes que nos amenazan con explosivos!,Los musulmanes no son el problema en este debate. Los terroristas lo son.,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0089CN000931,No podemos tener una Gran Bretaña multicultural. Sólo traerá conflictos y peleas. Los musulmanes no tienen cabida aquí.,"¿Es realmente tan malo que en nuestro país convivan personas de distintas religiones? ¿Qué sentido tiene tener una ""Gran Bretaña multicultural""? Para que todos puedan convivir en paz.",Islamophobia,islamization,"facts , positive",25,male,Master
ENT1ST0015HS0089CN000931P1,El Islam es lo peor de lo peor.,"¿El Islam es lo peor de lo peor de qué? Es una de las religiones de la paz y, por tanto, puede formar parte de cualquier Estado democrático moderno.",Islamophobia,islamization,"facts , positive",25,male,Master
ENT1ST0015HS0089CN000931P2,"El Islam es la causa de las guerras porque promueve la violencia. De la contaminación, porque en Oriente Medio tienen petróleo. ¡¡¡Es la causa de todo!!!",No se puede culpar al Islam de todos los problemas del mundo.,Islamophobia,islamization,"facts , positive",25,male,Master
ENT1ST0015HS0089CN000932,¿Qué pasa con todos esos musulmanes en Gran Bretaña? Votan con los pies.,Todo ciudadano británico tiene derecho a vivir y votar como desee. Ser musulmán no es una excepción.,Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000932P1,"El Islam es una ideología muerta, se ha demostrado una y otra vez que sus postulados no pueden aplicarse a situaciones totalmente diferentes.","Una religión es sólo un conjunto de creencias y prácticas, no tiene nada que ver con la política y las ideologías.",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000932P2,"Occidente ha dejado que el Islam se apodere de nuestros países. Por eso los aceptamos, ya estamos corrompidos.","Está completamente equivocado. Occidente siempre ha sido libertad y democracia. La libertad y la democracia son el imperio de la ley, y no el Islam.",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000933,El Islam es una ideología totalitaria que no tiene cabida en la Europa del siglo XXI.,"Si el islam fuera una ideología totalitaria, habríamos tenido Estados totalitarios islámicos en Europa desde tiempos inmemoriales. El islam es una religión compatible con los principios europeos.",Islamophobia,islamization,positive,21,female,Master
ENT1ST0015HS0089CN000933P1,"Los musulmanes no son bienvenidos aquí, no son como nosotros. Deberían marcharse.","Los musulmanes son nuestros hermanos y hermanas. Si comparas tus genes con los de un musulmán, descubrirás que compartís el 99,9% de ellos.",Islamophobia,islamization,positive,21,female,Master
ENT1ST0015HS0089CN000933P2,El Islam es incompatible con la civilización occidental. ¿Cómo podemos tolerar que la gente alabe los atentados suicidas? Va en contra de nuestros valores.,El Corán no aboga por la guerra. Tampoco aprueba el suicidio (y el atentado suicida está incluido) ni ningún otro comportamiento violento.,Islamophobia,islamization,positive,21,female,Master
ENT1ST0015HS0089CN000934,Los musulmanes son incompatibles con la cultura occidental moderna.,Los musulmanes forman parte de nuestra sociedad y nuestra cultura. Han ayudado a construir la civilización occidental. Son nuestros hermanos y hermanas.,Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000934P1,"En mi opinión, los musulmanes son un problema. Intentan infiltrarse en nuestra sociedad y no se comportan bien. No son buenos con los niños, no son buena gente. Dicen que quieren imponer su sharia y no quieren integrarse.","Para que los musulmanes sean miembros ""de pleno derecho"" de nuestra sociedad, tienen que formar parte de nuestra comunidad, contribuir a nuestro éxito y aceptar nuestras leyes. Y lo hacen.",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000934P2,El Islam es incompatible con el estándar europeo de sociedad.,"El Convenio Europeo de Derechos Humanos también protege los derechos de los musulmanes. En el artículo 9 se afirma que ""toda persona tiene derecho a la libertad de pensamiento, de conciencia y de religión"".",Islamophobia,islamization,denouncing,21,female,Master
ENT1ST0015HS0089CN000935,Los terroristas musulmanes atacaron nuestras iglesias. Nos defenderemos.,"¿Cómo puedes proteger a tu país? Combatir o iniciar una guerra son acciones perjudiciales, ¿no?",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000935P1,Los musulmanes no son europeos y no los queremos aquí.,"No todos los musulmanes son de Oriente Próximo. Muchos de ellos son europeos, y muchos llegaron aquí huyendo de la persecución.",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000935P2,No quiero musulmanes aquí. Son una carga para la sociedad.,Siempre han formado parte de nuestra sociedad. Debemos respetar su cultura y sus tradiciones.,Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0089CN000936,Los musulmanes están aquí para gobernarnos con sus leyes y apoderarse de nuestras propiedades.,¿Realmente cree que el Islam gobernará alguna vez el mundo?,Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0089CN000936P1,Me ofende pensar que a las mujeres musulmanas no se les permite llevar el pelo suelto.,"Entonces, ¿cree que está bien restringir el libre albedrío de una mujer en lo que le gusta vestir si su elección está relacionada con el Islam?",Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0089CN000936P2,El Islam es incompatible con el Convenio Europeo de Derechos Humanos.,"Si se acordara que el Islam es incompatible con el Convenio de Derechos Humanos, sería un reconocimiento de facto de la discriminación contra los musulmanes.",Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0089CN000937,El Islam es una ideología política y de conquista.,Sólo estáis creando malentendidos entre dos culturas y pueblos. Debería dejar de hacerlo.,Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0089CN000937P1,"El Islam es sólo una ideología, una opinión, que fomenta el odio hacia lo diverso.","En mi opinión, el Corán es un libro de orientación religiosa y no promueve la discriminación. ¿Puede indicar su referencia?",Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0089CN000937P2,No quiero musulmanes en mi país. No deben formar parte de la sociedad.,"Lo importante es que respetes a las personas que tienen creencias diferentes, como ellos hacen con tu fe particular.",Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0091CN000920,"Me da igual que el islam sea una religión. Promueve el odio y la violencia, y debería prohibirse.",El Islam es una religión pacífica y todos sus fieles tienen derecho a sus creencias.,Islamophobia,islamization,"facts , hypocrisy",24,female,Bachelor
ENT1ST0015HS0091CN000920P1,Todos los musulmanes son personas violentas.,"Esta afirmación carece de fundamento. La inmensa mayoría de los musulmanes son buenas personas, que han contribuido a nuestro país y a nuestra sociedad.",Islamophobia,islamization,"facts , hypocrisy",24,female,Bachelor
ENT1ST0015HS0091CN000920P2,"Todos los musulmanes son personas violentas, no son compatibles con ninguna sociedad occidental.","La violencia es un problema en todas las sociedades, independientemente de la religión.",Islamophobia,islamization,"facts , hypocrisy",24,female,Bachelor
ENT1ST0015HS0102CN000991,El Corán y las enseñanzas del Islam son incompatibles con la cultura occidental.,"El Islam es una religión de paz. Es bueno que la gente sea libre de creer lo que quiera, y esta libertad forma parte de nuestra cultura.",Islamophobia,islamization,facts,25,male,Master
ENT1ST0015HS0102CN000991P1,Los terroristas musulmanes preparan atentados nucleares con bombas sucias en todo el mundo.,Eso no es cierto. Todo esto no es más que un poco de forraje de teoría de la conspiración destinado a alimentar el problema de la islamofobia.,Islamophobia,islamization,facts,25,male,Master
ENT1ST0015HS0102CN000991P2,El Islam es una ideología totalitaria desbocada que fomenta creencias y prácticas violentas.,Existen innumerables tradiciones y creencias islámicas diferentes. ¿De verdad quieres estigmatizarlas a todas por un estereotipo?,Islamophobia,islamization,facts,25,male,Master
ENT1ST0015HS0102CN000992,Ahora sabemos que el Islam es una religión destructiva y violenta que inspira el terrorismo en todo el mundo.,¿Cómo es posible que lo sepas? ¿Es un comentario escrito por un terrorista? ¿Dónde están sus fuentes?,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0102CN000992P1,"El Islam es una ideología política violenta y promueve el asesinato, la violación y la intolerancia.","Si el Islam es una ideología política, entonces es una ideología política de paz. Pero yo prefiero llamarlo religión, religión de paz, como todas las demás.",Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0102CN000992P2,El problema con el Islam es que se trata de matar infieles. Hay que prohibirlo.,El único problema real con el Islam es cómo abordar mejor la islamofobia.,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0102CN000993,El Islam es una religión violenta y todo musulmán es un terrorista en potencia.,"Sólo una ínfima minoría de individuos es capaz de llevar a cabo actos de terrorismo. En general, los musulmanes son pacíficos y amistosos, como cualquier otra persona.",Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0102CN000993P1,"El Islam es un virus, incapaz de curarse",Sin duda has conocido a algunos musulmanes en tu vida. ¿Parece que no has pillado nada?,Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0102CN000993P2,"El Islam es una ideología política, una ideología de conquista.",El Islam es una religión que suele coexistir pacíficamente con otras culturas y religiones. Promueve la paz y la justicia y tiene un impacto muy positivo en muchas sociedades del mundo.,Islamophobia,islamization,question,26,female,Bachelor
ENT1ST0015HS0102CN000994,Todos los musulmanes son terroristas: hay que prohibirles la entrada en el Reino Unido o internarlos.,"Aunque ha habido algunos casos de terrorismo en el Reino Unido y algunos musulmanes han estado implicados, el Islam no es una religión violenta y, de hecho, ha habido pocos actos de terrorismo. Así que prohibirles la entrada al Reino Unido me parece poco razonable.",Islamophobia,islamization,humor,26,female,Bachelor
ENT1ST0015HS0102CN000994P1,"Esos mestizos musulmanes siempre están intentando causar problemas, crear problemas a todo el mundo y hacer popular su religión. Son nuestros enemigos, igual que el ISIS y Boko Haram.","Sé de dónde vienes, pero me cuesta entender el argumento de que si ISIS y Boko Haram son nuestros enemigos entonces todos los musulmanes son nuestros enemigos.",Islamophobia,islamization,humor,26,female,Bachelor
ENT1ST0015HS0102CN000994P2,El Islam es una religión de muerte y violación: no tiene cabida en una democracia moderna.,"El concepto de ""religión de muerte y violación"" es una distorsión de cómo la gente entiende la religión.",Islamophobia,islamization,humor,26,female,Bachelor
ENT1ST0015HS0102CN000995,Todos los musulmanes son incompatibles con cualquier sociedad occidental y se avergüenzan de ello.,"Que yo sepa, los musulmanes no son incompatibles con las sociedades occidentales, y muchos de ellos están igual de orgullosos de su religión.",Islamophobia,islamization,"facts , question",26,female,Bachelor
ENT1ST0015HS0102CN000995P1,El Islam es un culto a la muerte: sus seguidores deberían estar prohibidos en muchos países.,La inmensa mayoría de los musulmanes son personas pacíficas. Su religión es una parte importante de sus vidas y no puede ser motivo de exclusión.,Islamophobia,islamization,"facts , question",26,female,Bachelor
ENT1ST0015HS0102CN000995P2,¿Por qué tanta gente odia a los musulmanes? Porque son raros y peligrosos.,"Los musulmanes son diferentes, con valores diferentes, creencias diferentes y formas de vida diferentes. Pero esto no justifica el odio.",Islamophobia,islamization,"facts , question",26,female,Bachelor
ENT1ST0015HS0102CN000996,"En mi opinión, los musulmanes son un problema. No deben estar aquí.","Declaraciones como estas están creando miedo en nuestras sociedades y no hacen más que exacerbar el problema, es mejor tender puentes que aislar a la gente.",Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000996P1,"No hay nada para los musulmanes excepto la yihad, y si dejamos de luchar contra ellos, nos volveremos como ellos.",Creo que la idea de que debemos seguir luchando contra esa gente es absurda. Quizá deberíamos concentrarnos en desarrollar nuestra cultura.,Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000996P2,Todos los musulmanes son terroristas porque en el Corán está escrito que deben conquistarnos a todos.,"Hablemos del problema del extremismo, no de la teoría del Islam.",Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000997,"El Islam no es compatible con la cultura occidental, debemos destruir completamente el Islam.",El Islam es una religión que ha tenido un impacto enorme y positivo en la historia de la humanidad y en la cultura occidental. Odiar una religión es odiar todas las religiones.,Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000997P1,"El Islam es un problema, no podemos vivir con musulmanes. No tienen arte ni historia.","No hay ninguna religión que sea incompatible con otras religiones, y existen pruebas de la antigua cultura musulmana.",Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000997P2,"¡Quiero un pastor alemán, no uno musulmán!",Quizá deberíamos debatir sobre la comparación de perros con personas para humillar a una religión.,Islamophobia,islamization,facts,25,female,Bachelor
ENT1ST0015HS0102CN000998,"¿Intentar comprender las ""culturas"" de la gente? No, no es normal. Nunca he oído que un no musulmán haya violado a nadie. No podemos aceptar la religión de la violencia.","El problema no es ni el islam ni el relativismo cultural. En lugar de inflar el Islam como un problema y someterlo a un giro ""políticamente correcto"", deberíamos centrarnos en ser más inclusivos.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0102CN000998P1,El islam no es más que una religión violenta que no puede conciliarse con la sociedad occidental.,"Occidente siempre ha estado lleno de gente dispuesta a jugarse la vida para defender su modo de vida, y eso es lo que deberíamos hacer también por modos de vida distintos del nuestro.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0102CN000998P2,"Los musulmanes están invadiendo nuestra sociedad, incluso en la política.","Las comunidades musulmanas están infrarrepresentadas en la política, especialmente en la Cámara de los Lores. Ya es hora de que dejemos de hablar de invasión e intentemos ser más representativos de las comunidades a las que decimos representar.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0102CN000999,Si yo fuera musulmán me avergonzaría del atraso de mi cultura. Deberían entender que no merecen nuestros derechos.,"Estaría muy interesado en hablar con usted sobre las formas de promover su ""cultura de vanguardia"" dentro de nuestro país, pero creo que chocaría con los derechos básicos de los ciudadanos europeos.",Islamophobia,islamization,"denouncing , facts , humor",25,female,Bachelor
ENT1ST0015HS0102CN000999P1,¡Tenemos que deshacernos del Islam ahora! ¡Nos matarán a todos en las calles!,"Pero todos sabemos que el islam es una religión de paz, igual que el cristianismo.",Islamophobia,islamization,"denouncing , facts , humor",25,female,Bachelor
ENT1ST0015HS0102CN000999P2,Musulmán y yihadista son sinónimos. Quieren derrotarnos con su guerra del terror.,"A pesar de la creencia popular, el Islam no es una religión de guerra.",Islamophobia,islamization,"denouncing , facts , humor",25,female,Bachelor
ENT1ST0015HS0102CN001000,El Islam es una religión que prostituye el Estado Islámico: no tiene cabida en una democracia moderna.,"Aunque pocos consideren al Estado Islámico ""digno"" de culto, deben saber que no todos los musulmanes comparten esta opinión sobre su fe.",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0102CN001000P1,"El Corán incita a la violencia, de forma escrita.",El Corán es un libro de normas de fe y guía espiritual que se comprende y acepta.,Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0102CN001000P2,Los musulmanes están aquí para reclutar soldados con el fin de alistar a personas mentalmente débiles en su ejército del Islam.,"¿Qué significa ""reclutar"" a una persona para una religión?",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0102CN001001,"El Islam es un culto a la muerte, y punto.",Quizá no deberíamos ser tan duros con el Islam. Que una religión sea diversa no significa que sea violenta.,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0102CN001001P1,El Islam es una ideología muerta que debería ser relegada al basurero de la historia.,El Islam es una religión de paz. Yo no diría que ninguna religión es basura.,Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0102CN001001P2,El Islam es una mala religión que germina de una peligrosa ideología de muerte.,"El Islam no es una mala religión, ni una religión falsa.",Islamophobia,islamization,facts,21,female,Master
ENT1ST0015HS0104CN000948,El Islam está en conflicto con la Constitución.,"Aunque algunos crean que el conflicto entre el Islam y la Constitución es cultural e histórico, lo que se impone ahora es encontrar formas de convivencia pacífica, al margen de las diferencias.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000948P1,"El islam es una ideología política y de odio, que incita al odio contra personas de distintas creencias.","Esto no es cierto, el Islam es una religión y el odio no tiene religión. Más bien, este malentendido es una ideología política que promueve el odio y la violencia contra los musulmanes.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000948P2,Creo que los musulmanes son terroristas y que tenemos que prohibir el Islam para vivir en un país seguro.,"La afirmación anterior es falsa, si realmente te importara sabrías que hay una diferencia sustancial entre musulmanes y terroristas, esa es la razón misma por la que se aplican las leyes antiterroristas.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000949,"Los musulmanes son todos terroristas, no tienen nada que aportar a nuestra sociedad.",Hay muchos musulmanes en este mundo que ayudan a crear nuevos puestos de trabajo y a generar nueva riqueza para nuestro país. Hay muchos musulmanes en todo el mundo que están encantados de hablar de su religión y compartir sus historias.,Islamophobia,islamization,"facts , hypocrisy",50,male,Bachelor
ENT1ST0015HS0104CN000949P1,El Islam es el enemigo de Occidente. Debemos seguir luchando contra los musulmanes.,El islam es una religión pacífica y tolerante. Razonar en términos de fronteras y puntos cardinales no tiene nada que ver con ello.,Islamophobia,islamization,"facts , hypocrisy",50,male,Bachelor
ENT1ST0015HS0104CN000949P2,El Islam no tiene cabida en una democracia moderna.,¿Por qué el islam no tiene cabida en una democracia? El islam es una fe pacífica y democrática con valores universalistas que ha demostrado una y otra vez ser mucho más pacífica y tolerante que las ideas fundamentalistas extremistas violentas vomitadas por extremistas como el Isis.,Islamophobia,islamization,"facts , hypocrisy",50,male,Bachelor
ENT1ST0015HS0104CN000950,"Los musulmanes quieren vivir aquí, pero al final no son compatibles con nuestra sociedad. Una Europa sin musulmanes es una situación en la que todos ganan.",Hay muchos musulmanes en Europa y muchos están muy contentos con su vida en nuestra sociedad. ¿Cómo puede ser una situación beneficiosa para ellos? Por no mencionar que la limpieza étnica es un delito según el derecho internacional...,Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0104CN000950P1,Todos los musulmanes están dispuestos a matar a quienes decidan abandonar el islam.,Sólo un número muy reducido de extremistas que ven el islam a través de un estrecho ojo de cerradura de justicia propia apoyan el concepto de takfirismo. No podemos asociarlo con todos los creyentes.,Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0104CN000950P2,Los musulmanes vienen aquí para forzar la conversión a su religión.,"Los musulmanes tienen la oportunidad de estudiar y aprender en nuestras escuelas, lo que no significa que puedan imponer sus creencias a los demás.",Islamophobia,islamization,question,25,male,Master
ENT1ST0015HS0104CN000951,Los musulmanes son gente violenta.,El Islam es una religión de paz. Y la mayoría de los musulmanes del mundo son pacíficos.,Islamophobia,islamization,question,21,female,Master
ENT1ST0015HS0104CN000951P1,"Los musulmanes son poco más que animales, no tienen valor como seres humanos.","Los musulmanes tienen valor como seres humanos, eso es lo que son.",Islamophobia,islamization,question,21,female,Master
ENT1ST0015HS0104CN000951P2,"Los musulmanes no son bienvenidos en nuestro país, son peligrosos.","Esto no es cierto. Incluso si una persona practica una religión que usted no aprueba, no puede esperar que sea más probable que cometa un delito.",Islamophobia,islamization,question,21,female,Master
ENT1ST0015HS0104CN000952,El Islam es un cáncer para la raza europea.,¿Por qué dices esto de una religión? ¿Dónde están las pruebas de lo que dice?,Islamophobia,islamization,"denouncing , facts",50,male,Bachelor
ENT1ST0015HS0104CN000952P1,Los musulmanes son un cáncer para nuestra raza.,"Son tan hermanos nuestros como los demás. Son nuestros primos, nuestros vecinos, y debemos acogerlos, independientemente de su religión.",Islamophobia,islamization,"denouncing , facts",50,male,Bachelor
ENT1ST0015HS0104CN000952P2,Los musulmanes no son bienvenidos aquí. No son como nosotros. No quieren nuestro país.,"Quizá deberías conocer a alguno de ellos, pero te decepcionaría encontrarlos tan parecidos a nosotros y poco impresionados por tus deseos. Es muy triste que la discriminación esté tan extendida.",Islamophobia,islamization,"denouncing , facts",50,male,Bachelor
ENT1ST0015HS0104CN000953,El Islam es una secta. No tiene cabida en las sociedades del siglo XXI.,¿Qué quiere decir con que el Islam es una secta? ¿Tiene alguna prueba de esta afirmación?,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000953P1,Los musulmanes no son bienvenidos aquí. No son como nosotros y no pueden coexistir pacíficamente con nosotros.,"No hay pruebas de que el islam sea un problema en general, o en el Reino Unido en concreto, y no hay pruebas de que los musulmanes sean menos capaces de coexistir pacíficamente que los no musulmanes.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000953P2,"Tenemos que impedir que los musulmanes vengan aquí, no son como nosotros y no los queremos.","No se puede detener a los musulmanes. Tendría que ser una política de Estado, pero gracias a Dios es muy improbable una prohibición basada en la religión en un país democrático.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0104CN000954,"Deberíamos prohibir a todos los musulmanes, aquí no se les quiere.","Ya es hora de que la gente empiece a pensar críticamente sobre las políticas que parecen diseñadas para incluir a una minoría, en lugar de crear nuevas oportunidades sociales y políticas exclusivamente para la mayoría.",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0104CN000954P1,No podemos aceptar a los musulmanes en nuestro país. Es una buena estrategia incomodarles públicamente burlándose de ellos en voz alta. Búrlate de ellos cuando los veas.,Seamos realistas: ¿cómo te sentirías si un musulmán te acosara verbalmente en público? El acoso nunca es una buena idea. La aceptación sí lo es.,Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0104CN000954P2,Los musulmanes son un problema en Europa. Están arruinando nuestro hermoso continente.,"Europa es la Unión más diversa que ha existido nunca. No hay ejemplos de que haya sido ""arruinada"" por personas diferentes de las demás. Al contrario, esa es la fuerza de Europa.",Islamophobia,islamization,"facts , hypocrisy",21,female,Master
ENT1ST0015HS0104CN000955,El Islam promueve la muerte por lapidación por blasfemia.,¿Cree que el Corán recomienda realmente matar a otras personas por la religión que siguen? ¿Podría indicar su referencia?,Islamophobia,islamization,"denouncing , positive",50,male,Bachelor
